 cattivin ( VERB ) 
 conchiudesser ( VERB ) 
 conchiudessero ( VERB ) 
 conchiudessi ( VERB ) 
 conchiudessimo ( VERB ) 
 conchiudeste ( VERB ) 
 conchiudesti ( VERB ) 
 conchiudete ( VERB ) 
 conchiudeva ( VERB ) 
 conchiudevamo ( VERB ) 
 conchiudevan ( VERB ) 
 conchiudevano ( VERB ) 
 conchiudevate ( VERB ) 
 conchiudevi ( VERB ) 
 conchiudevo ( VERB ) 
 conchiudi ( VERB ) 
 conchiudiamo ( VERB ) 
 conchiudiate ( VERB ) 
 conchiudo ( VERB ) 
 conchiudon ( VERB ) 
 conchiudono ( VERB ) 
 conchiusa ( VERB_PAST_PARTICIPLE VERB ) 
 conchiuse ( VERB_PAST_PARTICIPLE VERB ) 
 conchiuser ( VERB ) 
 conchiusero ( VERB ) 
 conchiusi ( VERB_PAST_PARTICIPLE VERB ) 
 conchiuso ( VERB_PAST_PARTICIPLE VERB ) 
 conci ( VERB ) 
 concia ( VERB ) 
 conciai ( VERB ) 
 conciammo ( VERB ) 
 conciamo ( VERB ) 
 concian ( VERB ) 
 conciando ( NOUN NOUN_GERUND ) 
 conciano ( VERB ) 
 conciante ( VERB_PRESENT_PARTICIPLE VERB ) 
 concianti ( VERB_PRESENT_PARTICIPLE VERB ) 
 conciar ( VERB_INFINITIVE VERB ) 
 conciare ( VERB_INFINITIVE VERB ) 
 conciaron ( VERB ) 
 conciarono ( VERB ) 
 conciasse ( VERB ) 
 conciasser ( VERB ) 
 conciassero ( VERB ) 
 conciassi ( VERB ) 
 conciassimo ( VERB ) 
 conciaste ( VERB ) 
 conciasti ( VERB ) 
 conciata ( VERB_PAST_PARTICIPLE VERB ) 
 conciate ( VERB_PAST_PARTICIPLE VERB ) 
 conciati ( VERB_PAST_PARTICIPLE VERB ) 
 conciato ( VERB_PAST_PARTICIPLE VERB ) 
 conciava ( VERB ) 
 conciavamo ( VERB ) 
 conciavan ( VERB ) 
 conciavano ( VERB ) 
 conciavate ( VERB ) 
 conciavi ( VERB ) 
 conciavo ( VERB ) 
 concili ( NOUN VERB NOUN_SINGULAR ) 
 concilia ( VERB ) 
 conciliabile ( ADJECTIVE ) 
 conciliabili ( ADJECTIVE ) 
 conciliabilissima ( ADJECTIVE ) 
 conciliabilissime ( ADJECTIVE ) 
 conciliabilissimi ( ADJECTIVE ) 
 conciliabilissimo ( ADJECTIVE ) 
 conciliaboli ( NOUN NOUN_SINGULAR ) 
 conciliabolo ( NOUN NOUN_SINGULAR ) 
 conciliai ( VERB ) 
 conciliammo ( VERB ) 
 conciliamo ( VERB ) 
 concilian ( VERB ) 
 conciliando ( NOUN NOUN_GERUND ) 
 conciliano ( VERB ) 
 conciliante ( VERB_PRESENT_PARTICIPLE VERB ADJECTIVE ) 
 concilianti ( VERB_PRESENT_PARTICIPLE VERB ADJECTIVE ) 
 conciliantissima ( ADJECTIVE ) 
 conciliantissime ( ADJECTIVE ) 
 conciliantissimi ( ADJECTIVE ) 
 conciliantissimo ( ADJECTIVE ) 
 conciliar ( VERB_INFINITIVE VERB ) 
 conciliare ( VERB_INFINITIVE VERB ) 
 conciliarlo ( VERB_INFINITIVE VERB ) 
 conciliaron ( VERB ) 
 conciliarono ( VERB ) 
 conciliarsi ( VERB_INFINITIVE VERB ) 
 conciliasse ( VERB ) 
 conciliasser ( VERB ) 
 conciliassero ( VERB ) 
 conciliassi ( VERB ) 
 conciliassimo ( VERB ) 
 conciliaste ( VERB ) 
 conciliasti ( VERB ) 
 conciliata ( VERB_PAST_PARTICIPLE VERB ) 
 conciliate ( VERB_PAST_PARTICIPLE VERB ) 
 conciliati ( VERB_PAST_PARTICIPLE VERB ) 
 conciliativa ( ADJECTIVE ) 
 conciliative ( ADJECTIVE ) 
 conciliativi ( ADJECTIVE ) 
 conciliativissima ( ADJECTIVE ) 
 conciliativissime ( ADJECTIVE ) 
 conciliativissimi ( ADJECTIVE ) 
 conciliativissimo ( ADJECTIVE ) 
 conciliativo ( ADJECTIVE ) 
 conciliato ( VERB_PAST_PARTICIPLE VERB ) 
 conciliatore ( ADJECTIVE ) 
 conciliatori ( ADJECTIVE ) 
 conciliatoria ( ADJECTIVE ) 
 conciliatorie ( ADJECTIVE ) 
 conciliatorio ( ADJECTIVE ) 
 conciliatorissima ( ADJECTIVE ) 
 conciliatorissime ( ADJECTIVE ) 
 conciliatorissimi ( ADJECTIVE ) 
 conciliatorissimo ( ADJECTIVE ) 
 conciliatrice ( ADJECTIVE ) 
 conciliatrici ( ADJECTIVE ) 
 conciliava ( VERB ) 
 conciliavamo ( VERB ) 
 conciliavan ( VERB ) 
 conciliavano ( VERB ) 
 conciliavate ( VERB ) 
 conciliavi ( VERB ) 
 conciliavo ( VERB ) 
 conciliazione ( NOUN NOUN_SINGULAR ) 
 conciliazioni ( NOUN NOUN_SINGULAR ) 
 conciliera' ( VERB ) 
 concilierai ( VERB ) 
 concilieran ( VERB ) 
 concilieranno ( VERB ) 
 concilierebbe ( VERB ) 
 concilierebber ( VERB ) 
 concilierebbero ( VERB ) 
 concilierei ( VERB ) 
 concilieremmo ( VERB ) 
 concilieremo ( VERB ) 
 conciliereste ( VERB ) 
 concilieresti ( VERB ) 
 concilierete ( VERB ) 
 conciliero' ( VERB ) 
 concilierà ( VERB ) 
 concilierò ( VERB ) 
 concilin ( VERB ) 
 concilino ( VERB ) 
 concilio ( NOUN VERB NOUN_SINGULAR ) 
 concilio' ( VERB ) 
 conciliò ( VERB ) 
 concima ( VERB ) 
 concimai ( VERB ) 
 concimammo ( VERB ) 
 conciman ( VERB ) 
 concimando ( NOUN NOUN_GERUND ) 
 concimano ( VERB ) 
 concimante ( VERB_PRESENT_PARTICIPLE VERB ) 
 concimanti ( VERB_PRESENT_PARTICIPLE VERB ) 
 concimar ( VERB_INFINITIVE VERB ) 
 concimare ( VERB_INFINITIVE VERB ) 
 concimaron ( VERB ) 
 concimarono ( VERB ) 
 concimasse ( VERB ) 
 concimasser ( VERB ) 
 concimassero ( VERB ) 
 concimassi ( VERB ) 
 concimassimo ( VERB ) 
 concimaste ( VERB ) 
 concimasti ( VERB ) 
 concimata ( VERB_PAST_PARTICIPLE VERB ) 
 concimate ( VERB_PAST_PARTICIPLE VERB ) 
 concimati ( VERB_PAST_PARTICIPLE VERB ) 
 concimato ( VERB_PAST_PARTICIPLE VERB ) 
 concimava ( VERB ) 
 concimavamo ( VERB ) 
 concimavan ( VERB ) 
 concimavano ( VERB ) 
 concimavate ( VERB ) 
 concimavi ( VERB ) 
 concimavo ( VERB ) 
 concime ( NOUN NOUN_SINGULAR ) 
 concimera' ( VERB ) 
 concimerai ( VERB ) 
 concimeran ( VERB ) 
 concimeranno ( VERB ) 
 concimerebbe ( VERB ) 
 concimerebber ( VERB ) 
 concimerebbero ( VERB ) 
 concimerei ( VERB ) 
 concimeremmo ( VERB ) 
 concimeremo ( VERB ) 
 concimereste ( VERB ) 
 concimeresti ( VERB ) 
 concimerete ( VERB ) 
 concimero' ( VERB ) 
 concimerà ( VERB ) 
 concimerò ( VERB ) 
 concimi ( NOUN VERB NOUN_SINGULAR ) 
 concimiamo ( VERB ) 
 concimiate ( VERB ) 
 concimin ( VERB ) 
 concimino ( VERB ) 
 concimo ( VERB ) 
 concimo' ( VERB ) 
 concimò ( VERB ) 
 concin ( VERB ) 
 concino ( VERB ) 
 concio ( VERB ) 
 concio' ( VERB ) 
 conciona ( VERB ) 
 concionai ( VERB ) 
 concionammo ( VERB ) 
 concionan ( VERB ) 
 concionando ( NOUN NOUN_GERUND ) 
 concionano ( VERB ) 
 concionante ( VERB_PRESENT_PARTICIPLE VERB ) 
 concionanti ( VERB_PRESENT_PARTICIPLE VERB ) 
 concionar ( VERB_INFINITIVE VERB ) 
 concionare ( VERB_INFINITIVE VERB ) 
 concionaron ( VERB ) 
 concionarono ( VERB ) 
 concionasse ( VERB ) 
 concionasser ( VERB ) 
 concionassero ( VERB ) 
 concionassi ( VERB ) 
 concionassimo ( VERB ) 
 concionaste ( VERB ) 
 concionasti ( VERB ) 
 concionata ( VERB_PAST_PARTICIPLE VERB ) 
 concionate ( VERB_PAST_PARTICIPLE VERB ) 
 concionati ( VERB_PAST_PARTICIPLE VERB ) 
 concionato ( VERB_PAST_PARTICIPLE VERB ) 
 concionava ( VERB ) 
 concionavamo ( VERB ) 
 concionavan ( VERB ) 
 concionavano ( VERB ) 
 concionavate ( VERB ) 
 concionavi ( VERB ) 
 concionavo ( VERB ) 
 concione ( NOUN NOUN_SINGULAR ) 
 concionera' ( VERB ) 
 concionerai ( VERB ) 
 concioneran ( VERB ) 
 concioneranno ( VERB ) 
 concionerebbe ( VERB ) 
 concionerebber ( VERB ) 
 concionerei ( VERB ) 
 concioneremmo ( VERB ) 
 concioneremo ( VERB ) 
 concionereste ( VERB ) 
 concioneresti ( VERB ) 
 concionerete ( VERB ) 
 concionero' ( VERB ) 
 concionerà ( VERB ) 
 concionerò ( VERB ) 
 concioni ( NOUN VERB NOUN_SINGULAR ) 
 concioniamo ( VERB ) 
 concioniate ( VERB ) 
 concionin ( VERB ) 
 concionino ( VERB ) 
 conciono ( VERB ) 
 conciono' ( VERB ) 
 concionò ( VERB ) 
 concisa ( ADJECTIVE ) 
 concise ( ADJECTIVE ) 
 concisi ( ADJECTIVE ) 
 concisione ( NOUN NOUN_SINGULAR ) 
 concisioni ( NOUN NOUN_SINGULAR ) 
 concisissima ( ADJECTIVE ) 
 concisissime ( ADJECTIVE ) 
 concisissimi ( ADJECTIVE ) 
 concisissimo ( ADJECTIVE ) 
 conciso ( ADJECTIVE ) 
 concistori ( NOUN NOUN_SINGULAR ) 
 concistoriale ( ADJECTIVE ) 
 concistoriali ( ADJECTIVE ) 
 concistorialissima ( ADJECTIVE ) 
 concistorialissime ( ADJECTIVE ) 
 concistorialissimi ( ADJECTIVE ) 
 concistorialissimo ( ADJECTIVE ) 
 concistoro ( NOUN NOUN_SINGULAR ) 
 concita ( VERB ) 
 concitai ( VERB ) 
 concitammo ( VERB ) 
 concitan ( VERB ) 
 concitando ( NOUN NOUN_GERUND ) 
 concitano ( VERB ) 
 concitante ( VERB_PRESENT_PARTICIPLE VERB ) 
 concitanti ( VERB_PRESENT_PARTICIPLE VERB ) 
 concitar ( VERB_INFINITIVE VERB ) 
 concitare ( VERB_INFINITIVE VERB ) 
 concitaron ( VERB ) 
 concitarono ( VERB ) 
 concitasse ( VERB ) 
 concitasser ( VERB ) 
 concitassero ( VERB ) 
 concitassi ( VERB ) 
 concitassimo ( VERB ) 
 concitaste ( VERB ) 
 concitasti ( VERB ) 
 concitata ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) 
 concitatamente ( ADVERB ) 
 concitate ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) 
 concitati ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) 
 concitatissima ( ADJECTIVE ) 
 concitatissime ( ADJECTIVE ) 
 concitatissimi ( ADJECTIVE ) 
 concitatissimo ( ADJECTIVE ) 
 concitato ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) 
 concitava ( VERB ) 
 concitavamo ( VERB ) 
 concitavan ( VERB ) 
 concitavano ( VERB ) 
 concitavate ( VERB ) 
 concitavi ( VERB ) 
 concitavo ( VERB ) 
 concitazione ( NOUN NOUN_SINGULAR ) 
 concitazioni ( NOUN NOUN_SINGULAR ) 
 concitera' ( VERB ) 
 conciterai ( VERB ) 
 conciteran ( VERB ) 
 conciteranno ( VERB ) 
 conciterebbe ( VERB ) 
 conciterebber ( VERB ) 
 conciterebbero ( VERB ) 
 conciterei ( VERB ) 
 conciteremmo ( VERB ) 
 conciteremo ( VERB ) 
 concitereste ( VERB ) 
 conciteresti ( VERB ) 
 conciterete ( VERB ) 
 concitero' ( VERB ) 
 conciterà ( VERB ) 
 conciterò ( VERB ) 
 conciti ( VERB ) 
 concitiamo ( VERB ) 
 concitiate ( VERB ) 
 concitin ( VERB ) 
 concitino ( VERB ) 
 concito ( VERB ) 
 concito' ( VERB ) 
 concittadini ( NOUN NOUN_SINGULAR ) 
 concittadino ( NOUN NOUN_SINGULAR ) 
 concitò ( VERB ) 
 conciò ( VERB ) 
 conclama ( VERB ) 
 conclamai ( VERB ) 
 conclamammo ( VERB ) 
 conclaman ( VERB ) 
 conclamando ( NOUN NOUN_GERUND ) 
 conclamano ( VERB ) 
 conclamante ( VERB_PRESENT_PARTICIPLE VERB ) 
 conclamanti ( VERB_PRESENT_PARTICIPLE VERB ) 
 conclamar ( VERB_INFINITIVE VERB ) 
 conclamare ( VERB_INFINITIVE VERB ) 
 conclamaron ( VERB ) 
 conclamarono ( VERB ) 
 conclamasse ( VERB ) 
 conclamasser ( VERB ) 
 conclamassero ( VERB ) 
 conclamassi ( VERB ) 
 conclamassimo ( VERB ) 
 conclamaste ( VERB ) 
 conclamasti ( VERB ) 
 conclamata ( VERB_PAST_PARTICIPLE VERB ) 
 conclamate ( VERB_PAST_PARTICIPLE VERB ) 
 conclamati ( VERB_PAST_PARTICIPLE VERB ) 
 conclamato ( VERB_PAST_PARTICIPLE VERB ) 
 conclamava ( VERB ) 
 conclamavamo ( VERB ) 
 conclamavan ( VERB ) 
 conclamavano ( VERB ) 
 conclamavate ( VERB ) 
 conclamavi ( VERB ) 
 conclamavo ( VERB ) 
 conclamera' ( VERB ) 
 conclamerai ( VERB ) 
 conclameran ( VERB ) 
 conclameranno ( VERB ) 
 conclamerebbe ( VERB ) 
 conclamerebber ( VERB ) 
 conclamerebbero ( VERB ) 
 conclamerei ( VERB ) 
 conclameremmo ( VERB ) 
 conclameremo ( VERB ) 
 conclamereste ( VERB ) 
 conclameresti ( VERB ) 
 conclamerete ( VERB ) 
 conclamero' ( VERB ) 
 conclamerà ( VERB ) 
 conclamerò ( VERB ) 
 conclami ( VERB ) 
 conclamiamo ( VERB ) 
 conclamiate ( VERB ) 
 conclamin ( VERB ) 
 conclamino ( VERB ) 
 conclamo ( VERB ) 
 conclamo' ( VERB ) 
 conclamò ( VERB ) 
 conclave ( NOUN NOUN_SINGULAR ) 
 conclavi ( NOUN NOUN_SINGULAR ) 
 concluda ( VERB ) 
 concludan ( VERB ) 
 concludano ( VERB ) 
 conclude ( VERB ) 
 concludemmo ( VERB ) 
 concludendo ( NOUN NOUN_GERUND ) 
 concludendosi ( NOUN NOUN_GERUND ) 
 concludente ( VERB_PRESENT_PARTICIPLE VERB ADJECTIVE ) 
 concludenti ( VERB_PRESENT_PARTICIPLE VERB ADJECTIVE ) 
 concludentissima ( ADJECTIVE ) 
 concludentissime ( ADJECTIVE ) 
 concludentissimi ( ADJECTIVE ) 
 concludentissimo ( ADJECTIVE ) 
 concluder ( VERB_INFINITIVE VERB ) 
 concludera' ( VERB ) 
 concluderai ( VERB ) 
 concluderan ( VERB ) 
 concluderanno ( VERB ) 
 concludere ( VERB_INFINITIVE VERB ) 
 concluderebbe ( VERB ) 
 concluderebber ( VERB ) 
 concluderebbero ( VERB ) 
 concluderei ( VERB ) 
 concluderemmo ( VERB ) 
 concluderemo ( VERB ) 
 concludereste ( VERB ) 
 concluderesti ( VERB ) 
 concluderete ( VERB ) 
 concluderla ( VERB_INFINITIVE VERB ) 
 concluderle ( VERB_INFINITIVE VERB ) 
 concluderli ( VERB_INFINITIVE VERB ) 
 concluderlo ( VERB_INFINITIVE VERB ) 
 concludero' ( VERB ) 
 concludersi ( VERB_INFINITIVE VERB ) 
 concluderà ( VERB ) 
 concluderò ( VERB ) 
 concludesse ( VERB ) 
 concludesser ( VERB ) 
 concludessero ( VERB ) 
 concludessi ( VERB ) 
 concludessimo ( VERB ) 
 concludeste ( VERB ) 
 concludesti ( VERB ) 
 concludete ( VERB ) 
 concludeva ( VERB ) 
 concludevamo ( VERB ) 
 concludevan ( VERB ) 
 concludevano ( VERB ) 
 concludevate ( VERB ) 
 concludevi ( VERB ) 
 concludevo ( VERB ) 
 concludi ( VERB ) 
 concludiamo ( VERB ) 
 concludiate ( VERB ) 
 concludo ( VERB ) 
 concludon ( VERB ) 
 concludono ( VERB ) 
 conclusa ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) 
 concluse ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) 
 concluser ( VERB ) 
 conclusero ( VERB ) 
 conclusi ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) 
 conclusione ( NOUN NOUN_SINGULAR ) 
 conclusioni ( NOUN NOUN_SINGULAR ) 
 conclusissima ( ADJECTIVE ) 
 conclusissime ( ADJECTIVE ) 
 conclusissimi ( ADJECTIVE ) 
 conclusissimo ( ADJECTIVE ) 
 conclusiva ( ADJECTIVE ) 
 conclusive ( ADJECTIVE ) 
 conclusivi ( ADJECTIVE ) 
 conclusivissima ( ADJECTIVE ) 
 conclusivissime ( ADJECTIVE ) 
 conclusivissimi ( ADJECTIVE ) 
 conclusivissimo ( ADJECTIVE ) 
 conclusivo ( ADJECTIVE ) 
 concluso ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) 
 conclusosi ( VERB_PAST_PARTICIPLE VERB ) 
 concomitante ( ADJECTIVE ) 
 concomitanti ( ADJECTIVE ) 
 concomitantissima ( ADJECTIVE ) 
 concomitantissime ( ADJECTIVE ) 
 concomitantissimi ( ADJECTIVE ) 
 concomitantissimo ( ADJECTIVE ) 
 concomitanza ( NOUN NOUN_SINGULAR ) 
 concomitanze ( NOUN NOUN_SINGULAR ) 
 concorda ( VERB ) 
 concordai ( VERB ) 
 concordammo ( VERB ) 
 concordan ( VERB ) 
 concordando ( NOUN NOUN_GERUND ) 
 concordano ( VERB ) 
 concordante ( VERB_PRESENT_PARTICIPLE VERB ) 
 concordanti ( VERB_PRESENT_PARTICIPLE VERB ) 
 concordanza ( NOUN NOUN_SINGULAR ) 
 concordanze ( NOUN NOUN_SINGULAR ) 
 concordar ( VERB_INFINITIVE VERB ) 
 concordare ( VERB_INFINITIVE VERB ) 
 concordaron ( VERB ) 
 concordarono ( VERB ) 
 concordarsi ( VERB_INFINITIVE VERB ) 
 concordasse ( VERB ) 
 concordasser ( VERB ) 
 concordassero ( VERB ) 
 concordassi ( VERB ) 
 concordassimo ( VERB ) 
 concordaste ( VERB ) 
 concordasti ( VERB ) 
 concordata ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) 
 concordatari ( ADJECTIVE ) 
 concordataria ( ADJECTIVE ) 
 concordatarie ( ADJECTIVE ) 
 concordatario ( ADJECTIVE ) 
 concordatarissima ( ADJECTIVE ) 
 concordatarissime ( ADJECTIVE ) 
 concordatarissimi ( ADJECTIVE ) 
 concordatarissimo ( ADJECTIVE ) 
 concordate ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) 
 concordati ( VERB_PAST_PARTICIPLE NOUN VERB ADJECTIVE NOUN_SINGULAR ) 
 concordatissima ( ADJECTIVE ) 
 concordatissime ( ADJECTIVE ) 
 concordatissimi ( ADJECTIVE ) 
 concordatissimo ( ADJECTIVE ) 
 concordato ( VERB_PAST_PARTICIPLE NOUN VERB ADJECTIVE NOUN_SINGULAR ) 
 concordava ( VERB ) 
 concordavamo ( VERB ) 
 concordavan ( VERB ) 
 concordavano ( VERB ) 
 concordavate ( VERB ) 
 concordavi ( VERB ) 
 concordavo ( VERB ) 
 concorde ( ADJECTIVE ) 
 concordera' ( VERB ) 
 concorderai ( VERB ) 
 concorderan ( VERB ) 
 concorderanno ( VERB ) 
 concorderebbe ( VERB ) 
 concorderebber ( VERB ) 
 concorderebbero ( VERB ) 
 concorderei ( VERB ) 
 concorderemmo ( VERB ) 
 concorderemo ( VERB ) 
 concordereste ( VERB ) 
 concorderesti ( VERB ) 
 concorderete ( VERB ) 
 concordero' ( VERB ) 
 concorderà ( VERB ) 
 concorderò ( VERB ) 
 concordi ( VERB ADJECTIVE ) 
 concordia ( NOUN NOUN_SINGULAR ) 
 concordiamo ( VERB ) 
 concordiate ( VERB ) 
 concordie ( NOUN NOUN_SINGULAR ) 
 concordin ( VERB ) 
 concordino ( VERB ) 
 concordissima ( ADJECTIVE ) 
 concordissime ( ADJECTIVE ) 
 concordissimi ( ADJECTIVE ) 
 concordissimo ( ADJECTIVE ) 
 concordo ( VERB ) 
 concordo' ( VERB ) 
 concordò ( VERB ) 
 concorra ( VERB ) 
 concorran ( VERB ) 
 concorrano ( VERB ) 
 concorre ( VERB ) 
 concorremmo ( VERB ) 
 concorrendo ( NOUN NOUN_GERUND ) 
 concorrente ( VERB_PRESENT_PARTICIPLE NOUN VERB ADJECTIVE NOUN_SINGULAR ) 
 concorrenti ( VERB_PRESENT_PARTICIPLE NOUN VERB ADJECTIVE NOUN_SINGULAR ) 
 concorrentissima ( ADJECTIVE ) 
 concorrentissime ( ADJECTIVE ) 
 concorrentissimi ( ADJECTIVE ) 
 concorrentissimo ( ADJECTIVE ) 
 concorrenza ( NOUN NOUN_SINGULAR ) 
 concorrenze ( NOUN NOUN_SINGULAR ) 
 concorrenziale ( ADJECTIVE ) 
 concorrenziali ( ADJECTIVE ) 
 concorrenzialissima ( ADJECTIVE ) 
 concorrenzialissime ( ADJECTIVE ) 
 concorrenzialissimi ( ADJECTIVE ) 
 concorrenzialissimo ( ADJECTIVE ) 
 concorrenzialita' ( NOUN NOUN_SINGULAR ) 
 concorrenzialità ( NOUN NOUN_SINGULAR ) 
 concorrer ( VERB_INFINITIVE VERB ) 
 concorrera' ( VERB ) 
 concorrerai ( VERB ) 
 concorreran ( VERB ) 
 concorreranno ( VERB ) 
 concorrere ( VERB_INFINITIVE VERB ) 
 concorrerebbe ( VERB ) 
 concorrerebber ( VERB ) 
 concorrerebbero ( VERB ) 
 concorrerei ( VERB ) 
 concorreremmo ( VERB ) 
 concorreremo ( VERB ) 
 concorrereste ( VERB ) 
 concorreresti ( VERB ) 
 concorrerete ( VERB ) 
 concorrero' ( VERB ) 
 concorrervi ( VERB_INFINITIVE VERB ) 
 concorrerà ( VERB ) 
 concorrerò ( VERB ) 
 concorresse ( VERB ) 
 concorresser ( VERB ) 
 concorressero ( VERB ) 
 concorressi ( VERB ) 
 concorressimo ( VERB ) 
 concorreste ( VERB ) 
 concorresti ( VERB ) 
 concorrete ( VERB ) 
 concorreva ( VERB ) 
 concorrevamo ( VERB ) 
 concorrevan ( VERB ) 
 concorrevano ( VERB ) 
 concorrevate ( VERB ) 
 concorrevi ( VERB ) 
 concorrevo ( VERB ) 
 concorri ( VERB ) 
 concorriamo ( VERB ) 
 concorriate ( VERB ) 
 concorro ( VERB ) 
 concorron ( VERB ) 
 concorrono ( VERB ) 
 concorsa ( VERB_PAST_PARTICIPLE VERB ) 
 concorse ( VERB_PAST_PARTICIPLE VERB ) 
 concorser ( VERB ) 
 concorsero ( VERB ) 
 concorsi ( VERB_PAST_PARTICIPLE NOUN VERB NOUN_SINGULAR ) 
 concorso ( VERB_PAST_PARTICIPLE NOUN VERB NOUN_SINGULAR ) 
 concreta ( VERB ADJECTIVE ) 
 concretai ( VERB ) 
 concretamente ( ADVERB ) 
 concretammo ( VERB ) 
 concretan ( VERB ) 
 concretando ( NOUN NOUN_GERUND ) 
 concretano ( VERB ) 
 concretante ( VERB_PRESENT_PARTICIPLE VERB ) 
 concretanti ( VERB_PRESENT_PARTICIPLE VERB ) 
 concretar ( VERB_INFINITIVE VERB ) 
 concretare ( VERB_INFINITIVE VERB ) 
 concretarle ( VERB_INFINITIVE VERB ) 
 concretaron ( VERB ) 
 concretarono ( VERB ) 
 concretarsi ( VERB_INFINITIVE VERB ) 
 concretasse ( VERB ) 
 concretasser ( VERB ) 
 concretassero ( VERB ) 
 concretassi ( VERB ) 
 concretassimo ( VERB ) 
 concretaste ( VERB ) 
 concretasti ( VERB ) 
 concretata ( VERB_PAST_PARTICIPLE VERB ) 
 concretate ( VERB_PAST_PARTICIPLE VERB ) 
 concretatesi ( VERB ) 
 concretati ( VERB_PAST_PARTICIPLE VERB ) 
 concretato ( VERB_PAST_PARTICIPLE VERB ) 
 concretava ( VERB ) 
 concretavamo ( VERB ) 
 concretavan ( VERB ) 
 concretavano ( VERB ) 
 concretavate ( VERB ) 
 concretavi ( VERB ) 
 concretavo ( VERB ) 
 concrete ( ADJECTIVE ) 
 concretera' ( VERB ) 
 concreterai ( VERB ) 
 concreteran ( VERB ) 
 concreteranno ( VERB ) 
 concreterebbe ( VERB ) 
 concreterebber ( VERB ) 
 concreterebbero ( VERB ) 
 concreterei ( VERB ) 
 concreteremmo ( VERB ) 
 concreteremo ( VERB ) 
 concretereste ( VERB ) 
 concreteresti ( VERB ) 
 concreterete ( VERB ) 
 concretero' ( VERB ) 
 concreterà ( VERB ) 
 concreterò ( VERB ) 
 concretezza ( NOUN NOUN_SINGULAR ) 
 concretezze ( NOUN NOUN_SINGULAR ) 
 concreti ( VERB ADJECTIVE ) 
 concretiamo ( VERB ) 
 concretiate ( VERB ) 
 concretin ( VERB ) 
 concretino ( VERB ) 
 concretissima ( ADJECTIVE ) 
 concretissime ( ADJECTIVE ) 
 concretissimi ( ADJECTIVE ) 
 concretissimo ( ADJECTIVE ) 
 concretizza ( VERB ) 
 concretizzai ( VERB ) 
 concretizzammo ( VERB ) 
 concretizzan ( VERB ) 
 concretizzando ( NOUN NOUN_GERUND ) 
 concretizzano ( VERB ) 
 concretizzante ( VERB_PRESENT_PARTICIPLE VERB ) 
 concretizzanti ( VERB_PRESENT_PARTICIPLE VERB ) 
 concretizzar ( VERB_INFINITIVE VERB ) 
 concretizzare ( VERB_INFINITIVE VERB ) 
 concretizzarla ( VERB_INFINITIVE VERB ) 
 concretizzaron ( VERB ) 
 concretizzarono ( VERB ) 
 concretizzarsi ( VERB_INFINITIVE VERB ) 
 concretizzasse ( VERB ) 
 concretizzasser ( VERB ) 
 concretizzassero ( VERB ) 
 concretizzassi ( VERB ) 
 concretizzassimo ( VERB ) 
 concretizzaste ( VERB ) 
 concretizzasti ( VERB ) 
 concretizzata ( VERB_PAST_PARTICIPLE VERB ) 
 concretizzate ( VERB_PAST_PARTICIPLE VERB ) 
 concretizzati ( VERB_PAST_PARTICIPLE VERB ) 
 concretizzato ( VERB_PAST_PARTICIPLE VERB ) 
 concretizzava ( VERB ) 
 concretizzavamo ( VERB ) 
 concretizzavan ( VERB ) 
 concretizzavano ( VERB ) 
 concretizzavate ( VERB ) 
 concretizzavi ( VERB ) 
 concretizzavo ( VERB ) 
 concretizzazione ( NOUN NOUN_SINGULAR ) 
 concretizzazioni ( NOUN NOUN_SINGULAR ) 
 concretizzera' ( VERB ) 
 concretizzerai ( VERB ) 
 concretizzeran ( VERB ) 
 concretizzeranno ( VERB ) 
 concretizzerebbe ( VERB ) 
 concretizzerebber ( VERB ) 
 concretizzerebbero ( VERB ) 
 concretizzerei ( VERB ) 
 concretizzeremmo ( VERB ) 
 concretizzeremo ( VERB ) 
 concretizzereste ( VERB ) 
 concretizzeresti ( VERB ) 
 concretizzerete ( VERB ) 
 concretizzero' ( VERB ) 
 concretizzerà ( VERB ) 
 concretizzerò ( VERB ) 
 concretizzi ( VERB ) 
 concretizziamo ( VERB ) 
 concretizziate ( VERB ) 
 concretizzin ( VERB ) 
 concretizzino ( VERB ) 
 concretizzo ( VERB ) 
 concretizzo' ( VERB ) 
 concretizzò ( VERB ) 
 concreto ( VERB ADJECTIVE ) 
 concreto' ( VERB ) 
 concretò ( VERB ) 
 concrezione ( NOUN NOUN_SINGULAR ) 
 concrezioni ( NOUN NOUN_SINGULAR ) 
 concubina ( NOUN NOUN_SINGULAR ) 
 concubine ( NOUN NOUN_SINGULAR ) 
 conculca ( VERB ) 
 conculcai ( VERB ) 
 conculcammo ( VERB ) 
 conculcan ( VERB ) 
 conculcando ( NOUN NOUN_GERUND ) 
